transaction_date,outlet,meal_name,covers,unit_price_taka,gross_revenue_taka,day_name,week_number,month,day_idx
16/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Wednesday,24,Jun-2021,166
16/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,20,480,9600,Wednesday,24,Jun-2021,166
16/06/2021,Star Kabab - Purana Paltan,Kabab Roll,71,150,10650,Wednesday,24,Jun-2021,166
16/06/2021,Star Kabab - Purana Paltan,Chicken Boti,43,200,8600,Wednesday,24,Jun-2021,166
17/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,35,320,11200,Thursday,24,Jun-2021,167
17/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,44,250,11000,Thursday,24,Jun-2021,167
17/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Thursday,24,Jun-2021,167
17/06/2021,Star Kabab - Purana Paltan,Kabab Roll,73,150,10950,Thursday,24,Jun-2021,167
17/06/2021,Star Kabab - Purana Paltan,Chicken Boti,31,200,6200,Thursday,24,Jun-2021,167
18/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,91,320,29120,Friday,24,Jun-2021,168
18/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,58,250,14500,Friday,24,Jun-2021,168
18/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Friday,24,Jun-2021,168
18/06/2021,Star Kabab - Purana Paltan,Kabab Roll,116,150,17400,Friday,24,Jun-2021,168
18/06/2021,Star Kabab - Purana Paltan,Chicken Boti,85,200,17000,Friday,24,Jun-2021,168
19/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,43,320,13760,Saturday,24,Jun-2021,169
19/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,50,250,12500,Saturday,24,Jun-2021,169
19/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,36,480,17280,Saturday,24,Jun-2021,169
19/06/2021,Star Kabab - Purana Paltan,Kabab Roll,42,150,6300,Saturday,24,Jun-2021,169
19/06/2021,Star Kabab - Purana Paltan,Chicken Boti,79,200,15800,Saturday,24,Jun-2021,169
20/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Sunday,24,Jun-2021,170
20/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,41,250,10250,Sunday,24,Jun-2021,170
20/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,8,480,3840,Sunday,24,Jun-2021,170
20/06/2021,Star Kabab - Purana Paltan,Kabab Roll,81,150,12150,Sunday,24,Jun-2021,170
20/06/2021,Star Kabab - Purana Paltan,Chicken Boti,38,200,7600,Sunday,24,Jun-2021,170
21/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Monday,25,Jun-2021,171
21/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Monday,25,Jun-2021,171
21/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Monday,25,Jun-2021,171
21/06/2021,Star Kabab - Purana Paltan,Kabab Roll,54,150,8100,Monday,25,Jun-2021,171
21/06/2021,Star Kabab - Purana Paltan,Chicken Boti,66,200,13200,Monday,25,Jun-2021,171
22/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Tuesday,25,Jun-2021,172
22/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,52,250,13000,Tuesday,25,Jun-2021,172
22/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Tuesday,25,Jun-2021,172
22/06/2021,Star Kabab - Purana Paltan,Kabab Roll,56,150,8400,Tuesday,25,Jun-2021,172
22/06/2021,Star Kabab - Purana Paltan,Chicken Boti,25,200,5000,Tuesday,25,Jun-2021,172
23/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,31,320,9920,Wednesday,25,Jun-2021,173
23/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,38,250,9500,Wednesday,25,Jun-2021,173
23/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,12,480,5760,Wednesday,25,Jun-2021,173
23/06/2021,Star Kabab - Purana Paltan,Kabab Roll,82,150,12300,Wednesday,25,Jun-2021,173
23/06/2021,Star Kabab - Purana Paltan,Chicken Boti,48,200,9600,Wednesday,25,Jun-2021,173
24/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,36,320,11520,Thursday,25,Jun-2021,174
24/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Thursday,25,Jun-2021,174
24/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,30,480,14400,Thursday,25,Jun-2021,174
24/06/2021,Star Kabab - Purana Paltan,Kabab Roll,68,150,10200,Thursday,25,Jun-2021,174
24/06/2021,Star Kabab - Purana Paltan,Chicken Boti,21,200,4200,Thursday,25,Jun-2021,174
25/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,61,320,19520,Friday,25,Jun-2021,175
25/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,76,250,19000,Friday,25,Jun-2021,175
25/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Friday,25,Jun-2021,175
25/06/2021,Star Kabab - Purana Paltan,Kabab Roll,104,150,15600,Friday,25,Jun-2021,175
25/06/2021,Star Kabab - Purana Paltan,Chicken Boti,28,200,5600,Friday,25,Jun-2021,175
26/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Saturday,25,Jun-2021,176
26/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,55,250,13750,Saturday,25,Jun-2021,176
26/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,36,480,17280,Saturday,25,Jun-2021,176
26/06/2021,Star Kabab - Purana Paltan,Kabab Roll,72,150,10800,Saturday,25,Jun-2021,176
26/06/2021,Star Kabab - Purana Paltan,Chicken Boti,86,200,17200,Saturday,25,Jun-2021,176
27/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,23,320,7360,Sunday,25,Jun-2021,177
27/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Sunday,25,Jun-2021,177
27/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Sunday,25,Jun-2021,177
27/06/2021,Star Kabab - Purana Paltan,Kabab Roll,31,150,4650,Sunday,25,Jun-2021,177
27/06/2021,Star Kabab - Purana Paltan,Chicken Boti,62,200,12400,Sunday,25,Jun-2021,177
28/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,44,320,14080,Monday,26,Jun-2021,178
28/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,24,250,6000,Monday,26,Jun-2021,178
28/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Monday,26,Jun-2021,178
28/06/2021,Star Kabab - Purana Paltan,Kabab Roll,42,150,6300,Monday,26,Jun-2021,178
28/06/2021,Star Kabab - Purana Paltan,Chicken Boti,37,200,7400,Monday,26,Jun-2021,178
29/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,25,320,8000,Tuesday,26,Jun-2021,179
29/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,32,250,8000,Tuesday,26,Jun-2021,179
29/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,8,480,3840,Tuesday,26,Jun-2021,179
29/06/2021,Star Kabab - Purana Paltan,Kabab Roll,59,150,8850,Tuesday,26,Jun-2021,179
29/06/2021,Star Kabab - Purana Paltan,Chicken Boti,69,200,13800,Tuesday,26,Jun-2021,179
30/06/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,35,320,11200,Wednesday,26,Jun-2021,180
30/06/2021,Star Kabab - Purana Paltan,Chicken Tikka,12,250,3000,Wednesday,26,Jun-2021,180
30/06/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,17,480,8160,Wednesday,26,Jun-2021,180
30/06/2021,Star Kabab - Purana Paltan,Kabab Roll,54,150,8100,Wednesday,26,Jun-2021,180
30/06/2021,Star Kabab - Purana Paltan,Chicken Boti,47,200,9400,Wednesday,26,Jun-2021,180
01/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,39,320,12480,Thursday,26,Jul-2021,181
01/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,50,250,12500,Thursday,26,Jul-2021,181
01/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Thursday,26,Jul-2021,181
01/07/2021,Star Kabab - Purana Paltan,Kabab Roll,49,150,7350,Thursday,26,Jul-2021,181
01/07/2021,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Thursday,26,Jul-2021,181
02/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,77,320,24640,Friday,26,Jul-2021,182
02/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,56,250,14000,Friday,26,Jul-2021,182
02/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,32,480,15360,Friday,26,Jul-2021,182
02/07/2021,Star Kabab - Purana Paltan,Kabab Roll,76,150,11400,Friday,26,Jul-2021,182
02/07/2021,Star Kabab - Purana Paltan,Chicken Boti,92,200,18400,Friday,26,Jul-2021,182
03/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Saturday,26,Jul-2021,183
03/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,54,250,13500,Saturday,26,Jul-2021,183
03/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,37,480,17760,Saturday,26,Jul-2021,183
03/07/2021,Star Kabab - Purana Paltan,Kabab Roll,81,150,12150,Saturday,26,Jul-2021,183
03/07/2021,Star Kabab - Purana Paltan,Chicken Boti,35,200,7000,Saturday,26,Jul-2021,183
04/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Sunday,26,Jul-2021,184
04/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,42,250,10500,Sunday,26,Jul-2021,184
04/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Sunday,26,Jul-2021,184
04/07/2021,Star Kabab - Purana Paltan,Kabab Roll,38,150,5700,Sunday,26,Jul-2021,184
04/07/2021,Star Kabab - Purana Paltan,Chicken Boti,74,200,14800,Sunday,26,Jul-2021,184
05/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,50,320,16000,Monday,27,Jul-2021,185
05/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Monday,27,Jul-2021,185
05/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,35,480,16800,Monday,27,Jul-2021,185
05/07/2021,Star Kabab - Purana Paltan,Kabab Roll,50,150,7500,Monday,27,Jul-2021,185
05/07/2021,Star Kabab - Purana Paltan,Chicken Boti,26,200,5200,Monday,27,Jul-2021,185
06/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Tuesday,27,Jul-2021,186
06/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Tuesday,27,Jul-2021,186
06/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,11,480,5280,Tuesday,27,Jul-2021,186
06/07/2021,Star Kabab - Purana Paltan,Kabab Roll,65,150,9750,Tuesday,27,Jul-2021,186
06/07/2021,Star Kabab - Purana Paltan,Chicken Boti,57,200,11400,Tuesday,27,Jul-2021,186
07/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,24,320,7680,Wednesday,27,Jul-2021,187
07/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,28,250,7000,Wednesday,27,Jul-2021,187
07/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Wednesday,27,Jul-2021,187
07/07/2021,Star Kabab - Purana Paltan,Kabab Roll,35,150,5250,Wednesday,27,Jul-2021,187
07/07/2021,Star Kabab - Purana Paltan,Chicken Boti,50,200,10000,Wednesday,27,Jul-2021,187
08/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,41,320,13120,Thursday,27,Jul-2021,188
08/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Thursday,27,Jul-2021,188
08/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Thursday,27,Jul-2021,188
08/07/2021,Star Kabab - Purana Paltan,Kabab Roll,49,150,7350,Thursday,27,Jul-2021,188
08/07/2021,Star Kabab - Purana Paltan,Chicken Boti,36,200,7200,Thursday,27,Jul-2021,188
09/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,60,320,19200,Friday,27,Jul-2021,189
09/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,55,250,13750,Friday,27,Jul-2021,189
09/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,34,480,16320,Friday,27,Jul-2021,189
09/07/2021,Star Kabab - Purana Paltan,Kabab Roll,106,150,15900,Friday,27,Jul-2021,189
09/07/2021,Star Kabab - Purana Paltan,Chicken Boti,60,200,12000,Friday,27,Jul-2021,189
10/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,54,320,17280,Saturday,27,Jul-2021,190
10/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,44,250,11000,Saturday,27,Jul-2021,190
10/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Saturday,27,Jul-2021,190
10/07/2021,Star Kabab - Purana Paltan,Kabab Roll,100,150,15000,Saturday,27,Jul-2021,190
10/07/2021,Star Kabab - Purana Paltan,Chicken Boti,54,200,10800,Saturday,27,Jul-2021,190
11/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Sunday,27,Jul-2021,191
11/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,25,250,6250,Sunday,27,Jul-2021,191
11/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,24,480,11520,Sunday,27,Jul-2021,191
11/07/2021,Star Kabab - Purana Paltan,Kabab Roll,71,150,10650,Sunday,27,Jul-2021,191
11/07/2021,Star Kabab - Purana Paltan,Chicken Boti,47,200,9400,Sunday,27,Jul-2021,191
12/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,61,320,19520,Monday,28,Jul-2021,192
12/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,14,250,3500,Monday,28,Jul-2021,192
12/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,16,480,7680,Monday,28,Jul-2021,192
12/07/2021,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Monday,28,Jul-2021,192
12/07/2021,Star Kabab - Purana Paltan,Chicken Boti,25,200,5000,Monday,28,Jul-2021,192
13/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Tuesday,28,Jul-2021,193
13/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Tuesday,28,Jul-2021,193
13/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,18,480,8640,Tuesday,28,Jul-2021,193
13/07/2021,Star Kabab - Purana Paltan,Kabab Roll,54,150,8100,Tuesday,28,Jul-2021,193
13/07/2021,Star Kabab - Purana Paltan,Chicken Boti,55,200,11000,Tuesday,28,Jul-2021,193
14/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Wednesday,28,Jul-2021,194
14/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,21,250,5250,Wednesday,28,Jul-2021,194
14/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,12,480,5760,Wednesday,28,Jul-2021,194
14/07/2021,Star Kabab - Purana Paltan,Kabab Roll,61,150,9150,Wednesday,28,Jul-2021,194
14/07/2021,Star Kabab - Purana Paltan,Chicken Boti,30,200,6000,Wednesday,28,Jul-2021,194
15/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,60,320,19200,Thursday,28,Jul-2021,195
15/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Thursday,28,Jul-2021,195
15/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Thursday,28,Jul-2021,195
15/07/2021,Star Kabab - Purana Paltan,Kabab Roll,51,150,7650,Thursday,28,Jul-2021,195
15/07/2021,Star Kabab - Purana Paltan,Chicken Boti,40,200,8000,Thursday,28,Jul-2021,195
16/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,53,320,16960,Friday,28,Jul-2021,196
16/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,86,250,21500,Friday,28,Jul-2021,196
16/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,37,480,17760,Friday,28,Jul-2021,196
16/07/2021,Star Kabab - Purana Paltan,Kabab Roll,40,150,6000,Friday,28,Jul-2021,196
16/07/2021,Star Kabab - Purana Paltan,Chicken Boti,62,200,12400,Friday,28,Jul-2021,196
17/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,68,320,21760,Saturday,28,Jul-2021,197
17/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,58,250,14500,Saturday,28,Jul-2021,197
17/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,40,480,19200,Saturday,28,Jul-2021,197
17/07/2021,Star Kabab - Purana Paltan,Kabab Roll,87,150,13050,Saturday,28,Jul-2021,197
17/07/2021,Star Kabab - Purana Paltan,Chicken Boti,61,200,12200,Saturday,28,Jul-2021,197
18/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,37,320,11840,Sunday,28,Jul-2021,198
18/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,37,250,9250,Sunday,28,Jul-2021,198
18/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Sunday,28,Jul-2021,198
18/07/2021,Star Kabab - Purana Paltan,Kabab Roll,44,150,6600,Sunday,28,Jul-2021,198
18/07/2021,Star Kabab - Purana Paltan,Chicken Boti,40,200,8000,Sunday,28,Jul-2021,198
19/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,45,320,14400,Monday,29,Jul-2021,199
19/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Monday,29,Jul-2021,199
19/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Monday,29,Jul-2021,199
19/07/2021,Star Kabab - Purana Paltan,Kabab Roll,66,150,9900,Monday,29,Jul-2021,199
19/07/2021,Star Kabab - Purana Paltan,Chicken Boti,35,200,7000,Monday,29,Jul-2021,199
20/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,46,320,14720,Tuesday,29,Jul-2021,200
20/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,46,250,11500,Tuesday,29,Jul-2021,200
20/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,19,480,9120,Tuesday,29,Jul-2021,200
20/07/2021,Star Kabab - Purana Paltan,Kabab Roll,52,150,7800,Tuesday,29,Jul-2021,200
20/07/2021,Star Kabab - Purana Paltan,Chicken Boti,31,200,6200,Tuesday,29,Jul-2021,200
21/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,35,320,11200,Wednesday,29,Jul-2021,201
21/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,28,250,7000,Wednesday,29,Jul-2021,201
21/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Wednesday,29,Jul-2021,201
21/07/2021,Star Kabab - Purana Paltan,Kabab Roll,50,150,7500,Wednesday,29,Jul-2021,201
21/07/2021,Star Kabab - Purana Paltan,Chicken Boti,40,200,8000,Wednesday,29,Jul-2021,201
22/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Thursday,29,Jul-2021,202
22/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,33,250,8250,Thursday,29,Jul-2021,202
22/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,22,480,10560,Thursday,29,Jul-2021,202
22/07/2021,Star Kabab - Purana Paltan,Kabab Roll,48,150,7200,Thursday,29,Jul-2021,202
22/07/2021,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Thursday,29,Jul-2021,202
23/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,63,320,20160,Friday,29,Jul-2021,203
23/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,79,250,19750,Friday,29,Jul-2021,203
23/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,35,480,16800,Friday,29,Jul-2021,203
23/07/2021,Star Kabab - Purana Paltan,Kabab Roll,55,150,8250,Friday,29,Jul-2021,203
23/07/2021,Star Kabab - Purana Paltan,Chicken Boti,64,200,12800,Friday,29,Jul-2021,203
24/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Saturday,29,Jul-2021,204
24/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,59,250,14750,Saturday,29,Jul-2021,204
24/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,36,480,17280,Saturday,29,Jul-2021,204
24/07/2021,Star Kabab - Purana Paltan,Kabab Roll,86,150,12900,Saturday,29,Jul-2021,204
24/07/2021,Star Kabab - Purana Paltan,Chicken Boti,56,200,11200,Saturday,29,Jul-2021,204
25/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,26,320,8320,Sunday,29,Jul-2021,205
25/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,34,250,8500,Sunday,29,Jul-2021,205
25/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,16,480,7680,Sunday,29,Jul-2021,205
25/07/2021,Star Kabab - Purana Paltan,Kabab Roll,67,150,10050,Sunday,29,Jul-2021,205
25/07/2021,Star Kabab - Purana Paltan,Chicken Boti,39,200,7800,Sunday,29,Jul-2021,205
26/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,44,320,14080,Monday,30,Jul-2021,206
26/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,29,250,7250,Monday,30,Jul-2021,206
26/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,25,480,12000,Monday,30,Jul-2021,206
26/07/2021,Star Kabab - Purana Paltan,Kabab Roll,38,150,5700,Monday,30,Jul-2021,206
26/07/2021,Star Kabab - Purana Paltan,Chicken Boti,39,200,7800,Monday,30,Jul-2021,206
27/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,45,320,14400,Tuesday,30,Jul-2021,207
27/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,50,250,12500,Tuesday,30,Jul-2021,207
27/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,12,480,5760,Tuesday,30,Jul-2021,207
27/07/2021,Star Kabab - Purana Paltan,Kabab Roll,34,150,5100,Tuesday,30,Jul-2021,207
27/07/2021,Star Kabab - Purana Paltan,Chicken Boti,49,200,9800,Tuesday,30,Jul-2021,207
28/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,56,320,17920,Wednesday,30,Jul-2021,208
28/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,42,250,10500,Wednesday,30,Jul-2021,208
28/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,23,480,11040,Wednesday,30,Jul-2021,208
28/07/2021,Star Kabab - Purana Paltan,Kabab Roll,37,150,5550,Wednesday,30,Jul-2021,208
28/07/2021,Star Kabab - Purana Paltan,Chicken Boti,47,200,9400,Wednesday,30,Jul-2021,208
29/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,44,320,14080,Thursday,30,Jul-2021,209
29/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,36,250,9000,Thursday,30,Jul-2021,209
29/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Thursday,30,Jul-2021,209
29/07/2021,Star Kabab - Purana Paltan,Kabab Roll,64,150,9600,Thursday,30,Jul-2021,209
29/07/2021,Star Kabab - Purana Paltan,Chicken Boti,14,200,2800,Thursday,30,Jul-2021,209
30/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,28,320,8960,Friday,30,Jul-2021,210
30/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,38,250,9500,Friday,30,Jul-2021,210
30/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,34,480,16320,Friday,30,Jul-2021,210
30/07/2021,Star Kabab - Purana Paltan,Kabab Roll,80,150,12000,Friday,30,Jul-2021,210
30/07/2021,Star Kabab - Purana Paltan,Chicken Boti,46,200,9200,Friday,30,Jul-2021,210
31/07/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,84,320,26880,Saturday,30,Jul-2021,211
31/07/2021,Star Kabab - Purana Paltan,Chicken Tikka,48,250,12000,Saturday,30,Jul-2021,211
31/07/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,30,480,14400,Saturday,30,Jul-2021,211
31/07/2021,Star Kabab - Purana Paltan,Kabab Roll,100,150,15000,Saturday,30,Jul-2021,211
31/07/2021,Star Kabab - Purana Paltan,Chicken Boti,104,200,20800,Saturday,30,Jul-2021,211
01/08/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,38,320,12160,Sunday,30,Aug-2021,212
01/08/2021,Star Kabab - Purana Paltan,Chicken Tikka,35,250,8750,Sunday,30,Aug-2021,212
01/08/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Sunday,30,Aug-2021,212
01/08/2021,Star Kabab - Purana Paltan,Kabab Roll,52,150,7800,Sunday,30,Aug-2021,212
01/08/2021,Star Kabab - Purana Paltan,Chicken Boti,28,200,5600,Sunday,30,Aug-2021,212
02/08/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,34,320,10880,Monday,31,Aug-2021,213
02/08/2021,Star Kabab - Purana Paltan,Chicken Tikka,41,250,10250,Monday,31,Aug-2021,213
02/08/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,21,480,10080,Monday,31,Aug-2021,213
02/08/2021,Star Kabab - Purana Paltan,Kabab Roll,67,150,10050,Monday,31,Aug-2021,213
02/08/2021,Star Kabab - Purana Paltan,Chicken Boti,46,200,9200,Monday,31,Aug-2021,213
03/08/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Tuesday,31,Aug-2021,214
03/08/2021,Star Kabab - Purana Paltan,Chicken Tikka,24,250,6000,Tuesday,31,Aug-2021,214
03/08/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,26,480,12480,Tuesday,31,Aug-2021,214
03/08/2021,Star Kabab - Purana Paltan,Kabab Roll,44,150,6600,Tuesday,31,Aug-2021,214
03/08/2021,Star Kabab - Purana Paltan,Chicken Boti,39,200,7800,Tuesday,31,Aug-2021,214
04/08/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,35,320,11200,Wednesday,31,Aug-2021,215
04/08/2021,Star Kabab - Purana Paltan,Chicken Tikka,51,250,12750,Wednesday,31,Aug-2021,215
04/08/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,15,480,7200,Wednesday,31,Aug-2021,215
04/08/2021,Star Kabab - Purana Paltan,Kabab Roll,60,150,9000,Wednesday,31,Aug-2021,215
04/08/2021,Star Kabab - Purana Paltan,Chicken Boti,48,200,9600,Wednesday,31,Aug-2021,215
05/08/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,39,320,12480,Thursday,31,Aug-2021,216
05/08/2021,Star Kabab - Purana Paltan,Chicken Tikka,26,250,6500,Thursday,31,Aug-2021,216
05/08/2021,Star Kabab - Purana Paltan,Mixed Grill Platter,13,480,6240,Thursday,31,Aug-2021,216
05/08/2021,Star Kabab - Purana Paltan,Kabab Roll,36,150,5400,Thursday,31,Aug-2021,216
05/08/2021,Star Kabab - Purana Paltan,Chicken Boti,56,200,11200,Thursday,31,Aug-2021,216
06/08/2021,Star Kabab - Purana Paltan,Beef Shami Kabab,51,320,16320,Friday,31,Aug-2021,217
06/08/2021,Star Kabab - Purana Paltan,Chicken Tikka,38,250,9500,Friday,31,Aug-2021,217
