RecordDate,DishName,PortionsSold,RecipeYield_g,SalePrice_BDT,FoodCost_BDT,GrossProfit_BDT,DayType,day_idx
2022-09-29,Mughlai Paratha,34,500,120,36.0,2856.0,Weekday,271
2022-09-29,Mutton Korma,18,280,420,126.0,5292.0,Weekday,271
2022-09-30,Mutton Biryani,29,450,550,165.0,11165.0,Weekend,272
2022-09-30,Hilsha Fry,21,380,480,144.0,7056.0,Weekend,272
2022-09-30,Dal Makhani,33,320,180,54.0,4158.0,Weekend,272
2022-09-30,Mughlai Paratha,32,500,120,36.0,2688.0,Weekend,272
2022-09-30,Mutton Korma,28,280,420,126.0,8232.0,Weekend,272
2022-10-01,Mutton Biryani,39,450,550,165.0,15015.0,Weekend,273
2022-10-01,Hilsha Fry,17,380,480,144.0,5712.0,Weekend,273
2022-10-01,Dal Makhani,23,320,180,54.0,2898.0,Weekend,273
2022-10-01,Mughlai Paratha,30,500,120,36.0,2520.0,Weekend,273
2022-10-01,Mutton Korma,22,280,420,126.0,6468.0,Weekend,273
2022-10-02,Mutton Biryani,24,450,550,165.0,9240.0,Weekend,274
2022-10-02,Hilsha Fry,14,380,480,144.0,4704.0,Weekend,274
2022-10-02,Dal Makhani,17,320,180,54.0,2142.0,Weekend,274
2022-10-02,Mughlai Paratha,34,500,120,36.0,2856.0,Weekend,274
2022-10-02,Mutton Korma,20,280,420,126.0,5880.0,Weekend,274
2022-10-03,Mutton Biryani,18,450,550,165.0,6930.0,Weekday,275
2022-10-03,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,275
2022-10-03,Dal Makhani,17,320,180,54.0,2142.0,Weekday,275
2022-10-03,Mughlai Paratha,21,500,120,36.0,1764.0,Weekday,275
2022-10-03,Mutton Korma,18,280,420,126.0,5292.0,Weekday,275
2022-10-04,Mutton Biryani,27,450,550,165.0,10395.0,Weekday,276
2022-10-04,Hilsha Fry,17,380,480,144.0,5712.0,Weekday,276
2022-10-04,Dal Makhani,17,320,180,54.0,2142.0,Weekday,276
2022-10-04,Mughlai Paratha,41,500,120,36.0,3444.0,Weekday,276
2022-10-04,Mutton Korma,22,280,420,126.0,6468.0,Weekday,276
2022-10-05,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,277
2022-10-05,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,277
2022-10-05,Dal Makhani,25,320,180,54.0,3150.0,Weekday,277
2022-10-05,Mughlai Paratha,30,500,120,36.0,2520.0,Weekday,277
2022-10-05,Mutton Korma,23,280,420,126.0,6762.0,Weekday,277
2022-10-06,Mutton Biryani,33,450,550,165.0,12705.0,Weekday,278
2022-10-06,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,278
2022-10-06,Dal Makhani,21,320,180,54.0,2646.0,Weekday,278
2022-10-06,Mughlai Paratha,34,500,120,36.0,2856.0,Weekday,278
2022-10-06,Mutton Korma,24,280,420,126.0,7056.0,Weekday,278
2022-10-07,Mutton Biryani,46,450,550,165.0,17710.0,Weekend,279
2022-10-07,Hilsha Fry,20,380,480,144.0,6720.0,Weekend,279
2022-10-07,Dal Makhani,23,320,180,54.0,2898.0,Weekend,279
2022-10-07,Mughlai Paratha,45,500,120,36.0,3780.0,Weekend,279
2022-10-07,Mutton Korma,26,280,420,126.0,7644.0,Weekend,279
2022-10-08,Mutton Biryani,26,450,550,165.0,10010.0,Weekend,280
2022-10-08,Hilsha Fry,27,380,480,144.0,9072.0,Weekend,280
2022-10-08,Dal Makhani,29,320,180,54.0,3654.0,Weekend,280
2022-10-08,Mughlai Paratha,54,500,120,36.0,4536.0,Weekend,280
2022-10-08,Mutton Korma,30,280,420,126.0,8820.0,Weekend,280
2022-10-09,Mutton Biryani,20,450,550,165.0,7700.0,Weekend,281
2022-10-09,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,281
2022-10-09,Dal Makhani,28,320,180,54.0,3528.0,Weekend,281
2022-10-09,Mughlai Paratha,32,500,120,36.0,2688.0,Weekend,281
2022-10-09,Mutton Korma,15,280,420,126.0,4410.0,Weekend,281
2022-10-10,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,282
2022-10-10,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,282
2022-10-10,Dal Makhani,18,320,180,54.0,2268.0,Weekday,282
2022-10-10,Mughlai Paratha,36,500,120,36.0,3024.0,Weekday,282
2022-10-10,Mutton Korma,26,280,420,126.0,7644.0,Weekday,282
2022-10-11,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,283
2022-10-11,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,283
2022-10-11,Dal Makhani,23,320,180,54.0,2898.0,Weekday,283
2022-10-11,Mughlai Paratha,36,500,120,36.0,3024.0,Weekday,283
2022-10-11,Mutton Korma,14,280,420,126.0,4116.0,Weekday,283
2022-10-12,Mutton Biryani,15,450,550,165.0,5775.0,Weekday,284
2022-10-12,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,284
2022-10-12,Dal Makhani,19,320,180,54.0,2394.0,Weekday,284
2022-10-12,Mughlai Paratha,30,500,120,36.0,2520.0,Weekday,284
2022-10-12,Mutton Korma,18,280,420,126.0,5292.0,Weekday,284
2022-10-13,Mutton Biryani,28,450,550,165.0,10780.0,Weekday,285
2022-10-13,Hilsha Fry,14,380,480,144.0,4704.0,Weekday,285
2022-10-13,Dal Makhani,24,320,180,54.0,3024.0,Weekday,285
2022-10-13,Mughlai Paratha,27,500,120,36.0,2268.0,Weekday,285
2022-10-13,Mutton Korma,18,280,420,126.0,5292.0,Weekday,285
2022-10-14,Mutton Biryani,41,450,550,165.0,15785.0,Weekend,286
2022-10-14,Hilsha Fry,30,380,480,144.0,10080.0,Weekend,286
2022-10-14,Dal Makhani,41,320,180,54.0,5166.0,Weekend,286
2022-10-14,Mughlai Paratha,57,500,120,36.0,4788.0,Weekend,286
2022-10-14,Mutton Korma,28,280,420,126.0,8232.0,Weekend,286
2022-10-15,Mutton Biryani,37,450,550,165.0,14245.0,Weekend,287
2022-10-15,Hilsha Fry,25,380,480,144.0,8400.0,Weekend,287
2022-10-15,Dal Makhani,24,320,180,54.0,3024.0,Weekend,287
2022-10-15,Mughlai Paratha,46,500,120,36.0,3864.0,Weekend,287
2022-10-15,Mutton Korma,23,280,420,126.0,6762.0,Weekend,287
2022-10-16,Mutton Biryani,27,450,550,165.0,10395.0,Weekend,288
2022-10-16,Hilsha Fry,11,380,480,144.0,3696.0,Weekend,288
2022-10-16,Dal Makhani,14,320,180,54.0,1764.0,Weekend,288
2022-10-16,Mughlai Paratha,17,500,120,36.0,1428.0,Weekend,288
2022-10-16,Mutton Korma,22,280,420,126.0,6468.0,Weekend,288
2022-10-17,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,289
2022-10-17,Hilsha Fry,17,380,480,144.0,5712.0,Weekday,289
2022-10-17,Dal Makhani,12,320,180,54.0,1512.0,Weekday,289
2022-10-17,Mughlai Paratha,38,500,120,36.0,3192.0,Weekday,289
2022-10-17,Mutton Korma,20,280,420,126.0,5880.0,Weekday,289
2022-10-18,Mutton Biryani,33,450,550,165.0,12705.0,Weekday,290
2022-10-18,Hilsha Fry,23,380,480,144.0,7728.0,Weekday,290
2022-10-18,Dal Makhani,23,320,180,54.0,2898.0,Weekday,290
2022-10-18,Mughlai Paratha,35,500,120,36.0,2940.0,Weekday,290
2022-10-18,Mutton Korma,20,280,420,126.0,5880.0,Weekday,290
2022-10-19,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,291
2022-10-19,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,291
2022-10-19,Dal Makhani,21,320,180,54.0,2646.0,Weekday,291
2022-10-19,Mughlai Paratha,35,500,120,36.0,2940.0,Weekday,291
2022-10-19,Mutton Korma,15,280,420,126.0,4410.0,Weekday,291
2022-10-20,Mutton Biryani,24,450,550,165.0,9240.0,Weekday,292
2022-10-20,Hilsha Fry,24,380,480,144.0,8064.0,Weekday,292
2022-10-20,Dal Makhani,19,320,180,54.0,2394.0,Weekday,292
2022-10-20,Mughlai Paratha,31,500,120,36.0,2604.0,Weekday,292
2022-10-20,Mutton Korma,20,280,420,126.0,5880.0,Weekday,292
2022-10-21,Mutton Biryani,31,450,550,165.0,11935.0,Weekend,293
2022-10-21,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,293
2022-10-21,Dal Makhani,22,320,180,54.0,2772.0,Weekend,293
2022-10-21,Mughlai Paratha,52,500,120,36.0,4368.0,Weekend,293
2022-10-21,Mutton Korma,23,280,420,126.0,6762.0,Weekend,293
2022-10-22,Mutton Biryani,19,450,550,165.0,7315.0,Weekend,294
2022-10-22,Hilsha Fry,25,380,480,144.0,8400.0,Weekend,294
2022-10-22,Dal Makhani,33,320,180,54.0,4158.0,Weekend,294
2022-10-22,Mughlai Paratha,43,500,120,36.0,3612.0,Weekend,294
2022-10-22,Mutton Korma,35,280,420,126.0,10290.0,Weekend,294
2022-10-23,Mutton Biryani,16,450,550,165.0,6160.0,Weekend,295
2022-10-23,Hilsha Fry,11,380,480,144.0,3696.0,Weekend,295
2022-10-23,Dal Makhani,22,320,180,54.0,2772.0,Weekend,295
2022-10-23,Mughlai Paratha,41,500,120,36.0,3444.0,Weekend,295
2022-10-23,Mutton Korma,18,280,420,126.0,5292.0,Weekend,295
2022-10-24,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,296
2022-10-24,Hilsha Fry,13,380,480,144.0,4368.0,Weekday,296
2022-10-24,Dal Makhani,30,320,180,54.0,3780.0,Weekday,296
2022-10-24,Mughlai Paratha,30,500,120,36.0,2520.0,Weekday,296
2022-10-24,Mutton Korma,21,280,420,126.0,6174.0,Weekday,296
2022-10-25,Mutton Biryani,27,450,550,165.0,10395.0,Weekday,297
2022-10-25,Hilsha Fry,12,380,480,144.0,4032.0,Weekday,297
2022-10-25,Dal Makhani,25,320,180,54.0,3150.0,Weekday,297
2022-10-25,Mughlai Paratha,29,500,120,36.0,2436.0,Weekday,297
2022-10-25,Mutton Korma,20,280,420,126.0,5880.0,Weekday,297
2022-10-26,Mutton Biryani,29,450,550,165.0,11165.0,Weekday,298
2022-10-26,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,298
2022-10-26,Dal Makhani,29,320,180,54.0,3654.0,Weekday,298
2022-10-26,Mughlai Paratha,45,500,120,36.0,3780.0,Weekday,298
2022-10-26,Mutton Korma,18,280,420,126.0,5292.0,Weekday,298
2022-10-27,Mutton Biryani,30,450,550,165.0,11550.0,Weekday,299
2022-10-27,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,299
2022-10-27,Dal Makhani,30,320,180,54.0,3780.0,Weekday,299
2022-10-27,Mughlai Paratha,32,500,120,36.0,2688.0,Weekday,299
2022-10-27,Mutton Korma,27,280,420,126.0,7938.0,Weekday,299
2022-10-28,Mutton Biryani,32,450,550,165.0,12320.0,Weekend,300
2022-10-28,Hilsha Fry,19,380,480,144.0,6384.0,Weekend,300
2022-10-28,Dal Makhani,38,320,180,54.0,4788.0,Weekend,300
2022-10-28,Mughlai Paratha,42,500,120,36.0,3528.0,Weekend,300
2022-10-28,Mutton Korma,40,280,420,126.0,11760.0,Weekend,300
2022-10-29,Mutton Biryani,20,450,550,165.0,7700.0,Weekend,301
2022-10-29,Hilsha Fry,23,380,480,144.0,7728.0,Weekend,301
2022-10-29,Dal Makhani,33,320,180,54.0,4158.0,Weekend,301
2022-10-29,Mughlai Paratha,29,500,120,36.0,2436.0,Weekend,301
2022-10-29,Mutton Korma,31,280,420,126.0,9114.0,Weekend,301
2022-10-30,Mutton Biryani,17,450,550,165.0,6545.0,Weekend,302
2022-10-30,Hilsha Fry,18,380,480,144.0,6048.0,Weekend,302
2022-10-30,Dal Makhani,22,320,180,54.0,2772.0,Weekend,302
2022-10-30,Mughlai Paratha,36,500,120,36.0,3024.0,Weekend,302
2022-10-30,Mutton Korma,22,280,420,126.0,6468.0,Weekend,302
2022-10-31,Mutton Biryani,30,450,550,165.0,11550.0,Weekday,303
2022-10-31,Hilsha Fry,14,380,480,144.0,4704.0,Weekday,303
2022-10-31,Dal Makhani,17,320,180,54.0,2142.0,Weekday,303
2022-10-31,Mughlai Paratha,35,500,120,36.0,2940.0,Weekday,303
2022-10-31,Mutton Korma,12,280,420,126.0,3528.0,Weekday,303
2022-11-01,Mutton Biryani,33,450,550,165.0,12705.0,Weekday,304
2022-11-01,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,304
2022-11-01,Dal Makhani,33,320,180,54.0,4158.0,Weekday,304
2022-11-01,Mughlai Paratha,39,500,120,36.0,3276.0,Weekday,304
2022-11-01,Mutton Korma,16,280,420,126.0,4704.0,Weekday,304
2022-11-02,Mutton Biryani,20,450,550,165.0,7700.0,Weekday,305
2022-11-02,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,305
2022-11-02,Dal Makhani,6,320,180,54.0,756.0,Weekday,305
2022-11-02,Mughlai Paratha,31,500,120,36.0,2604.0,Weekday,305
2022-11-02,Mutton Korma,28,280,420,126.0,8232.0,Weekday,305
2022-11-03,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,306
2022-11-03,Hilsha Fry,20,380,480,144.0,6720.0,Weekday,306
2022-11-03,Dal Makhani,22,320,180,54.0,2772.0,Weekday,306
2022-11-03,Mughlai Paratha,39,500,120,36.0,3276.0,Weekday,306
2022-11-03,Mutton Korma,15,280,420,126.0,4410.0,Weekday,306
2022-11-04,Mutton Biryani,41,450,550,165.0,15785.0,Weekend,307
2022-11-04,Hilsha Fry,34,380,480,144.0,11424.0,Weekend,307
2022-11-04,Dal Makhani,33,320,180,54.0,4158.0,Weekend,307
2022-11-04,Mughlai Paratha,55,500,120,36.0,4620.0,Weekend,307
2022-11-04,Mutton Korma,38,280,420,126.0,11172.0,Weekend,307
2022-11-05,Mutton Biryani,43,450,550,165.0,16555.0,Weekend,308
2022-11-05,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,308
2022-11-05,Dal Makhani,24,320,180,54.0,3024.0,Weekend,308
2022-11-05,Mughlai Paratha,35,500,120,36.0,2940.0,Weekend,308
2022-11-05,Mutton Korma,27,280,420,126.0,7938.0,Weekend,308
2022-11-06,Mutton Biryani,26,450,550,165.0,10010.0,Weekend,309
2022-11-06,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,309
2022-11-06,Dal Makhani,37,320,180,54.0,4662.0,Weekend,309
2022-11-06,Mughlai Paratha,48,500,120,36.0,4032.0,Weekend,309
2022-11-06,Mutton Korma,17,280,420,126.0,4998.0,Weekend,309
2022-11-07,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,310
2022-11-07,Hilsha Fry,11,380,480,144.0,3696.0,Weekday,310
2022-11-07,Dal Makhani,23,320,180,54.0,2898.0,Weekday,310
2022-11-07,Mughlai Paratha,37,500,120,36.0,3108.0,Weekday,310
2022-11-07,Mutton Korma,23,280,420,126.0,6762.0,Weekday,310
2022-11-08,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,311
2022-11-08,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,311
2022-11-08,Dal Makhani,22,320,180,54.0,2772.0,Weekday,311
2022-11-08,Mughlai Paratha,43,500,120,36.0,3612.0,Weekday,311
2022-11-08,Mutton Korma,13,280,420,126.0,3822.0,Weekday,311
2022-11-09,Mutton Biryani,34,450,550,165.0,13090.0,Weekday,312
2022-11-09,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,312
2022-11-09,Dal Makhani,22,320,180,54.0,2772.0,Weekday,312
2022-11-09,Mughlai Paratha,25,500,120,36.0,2100.0,Weekday,312
2022-11-09,Mutton Korma,18,280,420,126.0,5292.0,Weekday,312
2022-11-10,Mutton Biryani,28,450,550,165.0,10780.0,Weekday,313
2022-11-10,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,313
2022-11-10,Dal Makhani,23,320,180,54.0,2898.0,Weekday,313
2022-11-10,Mughlai Paratha,26,500,120,36.0,2184.0,Weekday,313
2022-11-10,Mutton Korma,19,280,420,126.0,5586.0,Weekday,313
2022-11-11,Mutton Biryani,32,450,550,165.0,12320.0,Weekend,314
2022-11-11,Hilsha Fry,16,380,480,144.0,5376.0,Weekend,314
2022-11-11,Dal Makhani,23,320,180,54.0,2898.0,Weekend,314
2022-11-11,Mughlai Paratha,50,500,120,36.0,4200.0,Weekend,314
2022-11-11,Mutton Korma,32,280,420,126.0,9408.0,Weekend,314
2022-11-12,Mutton Biryani,36,450,550,165.0,13860.0,Weekend,315
2022-11-12,Hilsha Fry,31,380,480,144.0,10416.0,Weekend,315
2022-11-12,Dal Makhani,32,320,180,54.0,4032.0,Weekend,315
2022-11-12,Mughlai Paratha,48,500,120,36.0,4032.0,Weekend,315
2022-11-12,Mutton Korma,23,280,420,126.0,6762.0,Weekend,315
2022-11-13,Mutton Biryani,29,450,550,165.0,11165.0,Weekend,316
2022-11-13,Hilsha Fry,17,380,480,144.0,5712.0,Weekend,316
2022-11-13,Dal Makhani,13,320,180,54.0,1638.0,Weekend,316
2022-11-13,Mughlai Paratha,35,500,120,36.0,2940.0,Weekend,316
2022-11-13,Mutton Korma,19,280,420,126.0,5586.0,Weekend,316
2022-11-14,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,317
2022-11-14,Hilsha Fry,28,380,480,144.0,9408.0,Weekday,317
2022-11-14,Dal Makhani,25,320,180,54.0,3150.0,Weekday,317
2022-11-14,Mughlai Paratha,42,500,120,36.0,3528.0,Weekday,317
2022-11-14,Mutton Korma,22,280,420,126.0,6468.0,Weekday,317
2022-11-15,Mutton Biryani,24,450,550,165.0,9240.0,Weekday,318
2022-11-15,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,318
2022-11-15,Dal Makhani,23,320,180,54.0,2898.0,Weekday,318
2022-11-15,Mughlai Paratha,38,500,120,36.0,3192.0,Weekday,318
2022-11-15,Mutton Korma,16,280,420,126.0,4704.0,Weekday,318
2022-11-16,Mutton Biryani,29,450,550,165.0,11165.0,Weekday,319
2022-11-16,Hilsha Fry,16,380,480,144.0,5376.0,Weekday,319
2022-11-16,Dal Makhani,16,320,180,54.0,2016.0,Weekday,319
2022-11-16,Mughlai Paratha,27,500,120,36.0,2268.0,Weekday,319
2022-11-16,Mutton Korma,18,280,420,126.0,5292.0,Weekday,319
2022-11-17,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,320
2022-11-17,Hilsha Fry,12,380,480,144.0,4032.0,Weekday,320
2022-11-17,Dal Makhani,14,320,180,54.0,1764.0,Weekday,320
2022-11-17,Mughlai Paratha,27,500,120,36.0,2268.0,Weekday,320
2022-11-17,Mutton Korma,17,280,420,126.0,4998.0,Weekday,320
2022-11-18,Mutton Biryani,55,450,550,165.0,21175.0,Weekend,321
2022-11-18,Hilsha Fry,30,380,480,144.0,10080.0,Weekend,321
2022-11-18,Dal Makhani,17,320,180,54.0,2142.0,Weekend,321
2022-11-18,Mughlai Paratha,48,500,120,36.0,4032.0,Weekend,321
2022-11-18,Mutton Korma,31,280,420,126.0,9114.0,Weekend,321
2022-11-19,Mutton Biryani,44,450,550,165.0,16940.0,Weekend,322
2022-11-19,Hilsha Fry,23,380,480,144.0,7728.0,Weekend,322
2022-11-19,Dal Makhani,42,320,180,54.0,5292.0,Weekend,322
2022-11-19,Mughlai Paratha,40,500,120,36.0,3360.0,Weekend,322
2022-11-19,Mutton Korma,39,280,420,126.0,11466.0,Weekend,322
2022-11-20,Mutton Biryani,25,450,550,165.0,9625.0,Weekend,323
2022-11-20,Hilsha Fry,18,380,480,144.0,6048.0,Weekend,323
2022-11-20,Dal Makhani,24,320,180,54.0,3024.0,Weekend,323
2022-11-20,Mughlai Paratha,31,500,120,36.0,2604.0,Weekend,323
2022-11-20,Mutton Korma,15,280,420,126.0,4410.0,Weekend,323
2022-11-21,Mutton Biryani,29,450,550,165.0,11165.0,Weekday,324
2022-11-21,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,324
2022-11-21,Dal Makhani,30,320,180,54.0,3780.0,Weekday,324
2022-11-21,Mughlai Paratha,43,500,120,36.0,3612.0,Weekday,324
2022-11-21,Mutton Korma,17,280,420,126.0,4998.0,Weekday,324
2022-11-22,Mutton Biryani,30,450,550,165.0,11550.0,Weekday,325
2022-11-22,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,325
2022-11-22,Dal Makhani,14,320,180,54.0,1764.0,Weekday,325
2022-11-22,Mughlai Paratha,34,500,120,36.0,2856.0,Weekday,325
2022-11-22,Mutton Korma,17,280,420,126.0,4998.0,Weekday,325
2022-11-23,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,326
2022-11-23,Hilsha Fry,22,380,480,144.0,7392.0,Weekday,326
2022-11-23,Dal Makhani,22,320,180,54.0,2772.0,Weekday,326
2022-11-23,Mughlai Paratha,28,500,120,36.0,2352.0,Weekday,326
2022-11-23,Mutton Korma,17,280,420,126.0,4998.0,Weekday,326
2022-11-24,Mutton Biryani,28,450,550,165.0,10780.0,Weekday,327
2022-11-24,Hilsha Fry,9,380,480,144.0,3024.0,Weekday,327
2022-11-24,Dal Makhani,24,320,180,54.0,3024.0,Weekday,327
2022-11-24,Mughlai Paratha,37,500,120,36.0,3108.0,Weekday,327
2022-11-24,Mutton Korma,22,280,420,126.0,6468.0,Weekday,327
2022-11-25,Mutton Biryani,54,450,550,165.0,20790.0,Weekend,328
2022-11-25,Hilsha Fry,35,380,480,144.0,11760.0,Weekend,328
2022-11-25,Dal Makhani,31,320,180,54.0,3906.0,Weekend,328
2022-11-25,Mughlai Paratha,69,500,120,36.0,5796.0,Weekend,328
2022-11-25,Mutton Korma,32,280,420,126.0,9408.0,Weekend,328
2022-11-26,Mutton Biryani,26,450,550,165.0,10010.0,Weekend,329
2022-11-26,Hilsha Fry,24,380,480,144.0,8064.0,Weekend,329
2022-11-26,Dal Makhani,29,320,180,54.0,3654.0,Weekend,329
2022-11-26,Mughlai Paratha,53,500,120,36.0,4452.0,Weekend,329
2022-11-26,Mutton Korma,22,280,420,126.0,6468.0,Weekend,329
2022-11-27,Mutton Biryani,22,450,550,165.0,8470.0,Weekend,330
2022-11-27,Hilsha Fry,19,380,480,144.0,6384.0,Weekend,330
2022-11-27,Dal Makhani,19,320,180,54.0,2394.0,Weekend,330
2022-11-27,Mughlai Paratha,32,500,120,36.0,2688.0,Weekend,330
2022-11-27,Mutton Korma,17,280,420,126.0,4998.0,Weekend,330
2022-11-28,Mutton Biryani,29,450,550,165.0,11165.0,Weekday,331
2022-11-28,Hilsha Fry,19,380,480,144.0,6384.0,Weekday,331
2022-11-28,Dal Makhani,20,320,180,54.0,2520.0,Weekday,331
2022-11-28,Mughlai Paratha,13,500,120,36.0,1092.0,Weekday,331
2022-11-28,Mutton Korma,23,280,420,126.0,6762.0,Weekday,331
2022-11-29,Mutton Biryani,21,450,550,165.0,8085.0,Weekday,332
2022-11-29,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,332
2022-11-29,Dal Makhani,20,320,180,54.0,2520.0,Weekday,332
2022-11-29,Mughlai Paratha,21,500,120,36.0,1764.0,Weekday,332
2022-11-29,Mutton Korma,22,280,420,126.0,6468.0,Weekday,332
2022-11-30,Mutton Biryani,24,450,550,165.0,9240.0,Weekday,333
2022-11-30,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,333
2022-11-30,Dal Makhani,23,320,180,54.0,2898.0,Weekday,333
2022-11-30,Mughlai Paratha,55,500,120,36.0,4620.0,Weekday,333
2022-11-30,Mutton Korma,17,280,420,126.0,4998.0,Weekday,333
2022-12-01,Mutton Biryani,25,450,550,165.0,9625.0,Weekday,334
2022-12-01,Hilsha Fry,15,380,480,144.0,5040.0,Weekday,334
2022-12-01,Dal Makhani,21,320,180,54.0,2646.0,Weekday,334
2022-12-01,Mughlai Paratha,38,500,120,36.0,3192.0,Weekday,334
2022-12-01,Mutton Korma,19,280,420,126.0,5586.0,Weekday,334
2022-12-02,Mutton Biryani,43,450,550,165.0,16555.0,Weekend,335
2022-12-02,Hilsha Fry,28,380,480,144.0,9408.0,Weekend,335
2022-12-02,Dal Makhani,34,320,180,54.0,4284.0,Weekend,335
2022-12-02,Mughlai Paratha,54,500,120,36.0,4536.0,Weekend,335
2022-12-02,Mutton Korma,48,280,420,126.0,14112.0,Weekend,335
2022-12-03,Mutton Biryani,30,450,550,165.0,11550.0,Weekend,336
2022-12-03,Hilsha Fry,25,380,480,144.0,8400.0,Weekend,336
2022-12-03,Dal Makhani,24,320,180,54.0,3024.0,Weekend,336
2022-12-03,Mughlai Paratha,56,500,120,36.0,4704.0,Weekend,336
2022-12-03,Mutton Korma,31,280,420,126.0,9114.0,Weekend,336
2022-12-04,Mutton Biryani,26,450,550,165.0,10010.0,Weekend,337
2022-12-04,Hilsha Fry,14,380,480,144.0,4704.0,Weekend,337
2022-12-04,Dal Makhani,26,320,180,54.0,3276.0,Weekend,337
2022-12-04,Mughlai Paratha,47,500,120,36.0,3948.0,Weekend,337
2022-12-04,Mutton Korma,13,280,420,126.0,3822.0,Weekend,337
2022-12-05,Mutton Biryani,23,450,550,165.0,8855.0,Weekday,338
2022-12-05,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,338
2022-12-05,Dal Makhani,23,320,180,54.0,2898.0,Weekday,338
2022-12-05,Mughlai Paratha,37,500,120,36.0,3108.0,Weekday,338
2022-12-05,Mutton Korma,23,280,420,126.0,6762.0,Weekday,338
2022-12-06,Mutton Biryani,26,450,550,165.0,10010.0,Weekday,339
2022-12-06,Hilsha Fry,18,380,480,144.0,6048.0,Weekday,339
2022-12-06,Dal Makhani,26,320,180,54.0,3276.0,Weekday,339
2022-12-06,Mughlai Paratha,34,500,120,36.0,2856.0,Weekday,339
2022-12-06,Mutton Korma,27,280,420,126.0,7938.0,Weekday,339
2022-12-07,Mutton Biryani,29,450,550,165.0,11165.0,Weekday,340
2022-12-07,Hilsha Fry,23,380,480,144.0,7728.0,Weekday,340
2022-12-07,Dal Makhani,25,320,180,54.0,3150.0,Weekday,340
2022-12-07,Mughlai Paratha,44,500,120,36.0,3696.0,Weekday,340
2022-12-07,Mutton Korma,21,280,420,126.0,6174.0,Weekday,340
2022-12-08,Mutton Biryani,30,450,550,165.0,11550.0,Weekday,341
2022-12-08,Hilsha Fry,21,380,480,144.0,7056.0,Weekday,341
2022-12-08,Dal Makhani,22,320,180,54.0,2772.0,Weekday,341
2022-12-08,Mughlai Paratha,52,500,120,36.0,4368.0,Weekday,341
2022-12-08,Mutton Korma,18,280,420,126.0,5292.0,Weekday,341
2022-12-09,Mutton Biryani,57,450,550,165.0,21945.0,Weekend,342
2022-12-09,Hilsha Fry,28,380,480,144.0,9408.0,Weekend,342
2022-12-09,Dal Makhani,45,320,180,54.0,5670.0,Weekend,342
2022-12-09,Mughlai Paratha,67,500,120,36.0,5628.0,Weekend,342
2022-12-09,Mutton Korma,42,280,420,126.0,12348.0,Weekend,342
2022-12-10,Mutton Biryani,65,450,550,165.0,25025.0,Weekend,343
2022-12-10,Hilsha Fry,41,380,480,144.0,13776.0,Weekend,343
2022-12-10,Dal Makhani,31,320,180,54.0,3906.0,Weekend,343
2022-12-10,Mughlai Paratha,55,500,120,36.0,4620.0,Weekend,343
2022-12-10,Mutton Korma,25,280,420,126.0,7350.0,Weekend,343
2022-12-11,Mutton Biryani,31,450,550,165.0,11935.0,Weekend,344
2022-12-11,Hilsha Fry,15,380,480,144.0,5040.0,Weekend,344
2022-12-11,Dal Makhani,27,320,180,54.0,3402.0,Weekend,344
2022-12-11,Mughlai Paratha,28,500,120,36.0,2352.0,Weekend,344
2022-12-11,Mutton Korma,29,280,420,126.0,8526.0,Weekend,344
2022-12-12,Mutton Biryani,27,450,550,165.0,10395.0,Weekday,345
