Date,Dish,QtySold,PriceTk,RevenueTk,DayIndex,Weekday
27-Jun-2021,Rice & Dal Thali,78,80,6240,177,Sunday
27-Jun-2021,Fish Curry Plate,65,120,7800,177,Sunday
27-Jun-2021,Vegetable Khichuri,29,70,2030,177,Sunday
27-Jun-2021,Dry Fish & Rice,44,100,4400,177,Sunday
27-Jun-2021,Special Thali,32,160,5120,177,Sunday
28-Jun-2021,Rice & Dal Thali,103,80,8240,178,Monday
28-Jun-2021,Fish Curry Plate,67,120,8040,178,Monday
28-Jun-2021,Vegetable Khichuri,39,70,2730,178,Monday
28-Jun-2021,Dry Fish & Rice,43,100,4300,178,Monday
28-Jun-2021,Special Thali,35,160,5600,178,Monday
29-Jun-2021,Rice & Dal Thali,81,80,6480,179,Tuesday
29-Jun-2021,Fish Curry Plate,46,120,5520,179,Tuesday
29-Jun-2021,Vegetable Khichuri,47,70,3290,179,Tuesday
29-Jun-2021,Dry Fish & Rice,49,100,4900,179,Tuesday
29-Jun-2021,Special Thali,26,160,4160,179,Tuesday
30-Jun-2021,Rice & Dal Thali,67,80,5360,180,Wednesday
30-Jun-2021,Fish Curry Plate,52,120,6240,180,Wednesday
30-Jun-2021,Vegetable Khichuri,34,70,2380,180,Wednesday
30-Jun-2021,Dry Fish & Rice,47,100,4700,180,Wednesday
30-Jun-2021,Special Thali,37,160,5920,180,Wednesday
01-Jul-2021,Rice & Dal Thali,71,80,5680,181,Thursday
01-Jul-2021,Fish Curry Plate,57,120,6840,181,Thursday
01-Jul-2021,Vegetable Khichuri,54,70,3780,181,Thursday
01-Jul-2021,Dry Fish & Rice,32,100,3200,181,Thursday
01-Jul-2021,Special Thali,25,160,4000,181,Thursday
02-Jul-2021,Rice & Dal Thali,96,80,7680,182,Friday
02-Jul-2021,Fish Curry Plate,60,120,7200,182,Friday
02-Jul-2021,Vegetable Khichuri,61,70,4270,182,Friday
02-Jul-2021,Dry Fish & Rice,67,100,6700,182,Friday
02-Jul-2021,Special Thali,41,160,6560,182,Friday
03-Jul-2021,Rice & Dal Thali,73,80,5840,183,Saturday
03-Jul-2021,Fish Curry Plate,59,120,7080,183,Saturday
03-Jul-2021,Vegetable Khichuri,50,70,3500,183,Saturday
03-Jul-2021,Dry Fish & Rice,63,100,6300,183,Saturday
03-Jul-2021,Special Thali,36,160,5760,183,Saturday
04-Jul-2021,Rice & Dal Thali,98,80,7840,184,Sunday
04-Jul-2021,Fish Curry Plate,43,120,5160,184,Sunday
04-Jul-2021,Vegetable Khichuri,42,70,2940,184,Sunday
04-Jul-2021,Dry Fish & Rice,34,100,3400,184,Sunday
04-Jul-2021,Special Thali,28,160,4480,184,Sunday
05-Jul-2021,Rice & Dal Thali,78,80,6240,185,Monday
05-Jul-2021,Fish Curry Plate,46,120,5520,185,Monday
05-Jul-2021,Vegetable Khichuri,35,70,2450,185,Monday
05-Jul-2021,Dry Fish & Rice,47,100,4700,185,Monday
05-Jul-2021,Special Thali,27,160,4320,185,Monday
06-Jul-2021,Rice & Dal Thali,80,80,6400,186,Tuesday
06-Jul-2021,Fish Curry Plate,60,120,7200,186,Tuesday
06-Jul-2021,Vegetable Khichuri,45,70,3150,186,Tuesday
06-Jul-2021,Dry Fish & Rice,54,100,5400,186,Tuesday
06-Jul-2021,Special Thali,34,160,5440,186,Tuesday
07-Jul-2021,Rice & Dal Thali,102,80,8160,187,Wednesday
07-Jul-2021,Fish Curry Plate,40,120,4800,187,Wednesday
07-Jul-2021,Vegetable Khichuri,41,70,2870,187,Wednesday
07-Jul-2021,Dry Fish & Rice,55,100,5500,187,Wednesday
07-Jul-2021,Special Thali,30,160,4800,187,Wednesday
08-Jul-2021,Rice & Dal Thali,82,80,6560,188,Thursday
08-Jul-2021,Fish Curry Plate,58,120,6960,188,Thursday
08-Jul-2021,Vegetable Khichuri,39,70,2730,188,Thursday
08-Jul-2021,Dry Fish & Rice,56,100,5600,188,Thursday
08-Jul-2021,Special Thali,41,160,6560,188,Thursday
09-Jul-2021,Rice & Dal Thali,81,80,6480,189,Friday
09-Jul-2021,Fish Curry Plate,59,120,7080,189,Friday
09-Jul-2021,Vegetable Khichuri,41,70,2870,189,Friday
09-Jul-2021,Dry Fish & Rice,63,100,6300,189,Friday
09-Jul-2021,Special Thali,44,160,7040,189,Friday
10-Jul-2021,Rice & Dal Thali,56,80,4480,190,Saturday
10-Jul-2021,Fish Curry Plate,50,120,6000,190,Saturday
10-Jul-2021,Vegetable Khichuri,46,70,3220,190,Saturday
10-Jul-2021,Dry Fish & Rice,50,100,5000,190,Saturday
10-Jul-2021,Special Thali,32,160,5120,190,Saturday
11-Jul-2021,Rice & Dal Thali,94,80,7520,191,Sunday
11-Jul-2021,Fish Curry Plate,47,120,5640,191,Sunday
11-Jul-2021,Vegetable Khichuri,43,70,3010,191,Sunday
11-Jul-2021,Dry Fish & Rice,52,100,5200,191,Sunday
11-Jul-2021,Special Thali,26,160,4160,191,Sunday
12-Jul-2021,Rice & Dal Thali,79,80,6320,192,Monday
12-Jul-2021,Fish Curry Plate,52,120,6240,192,Monday
12-Jul-2021,Vegetable Khichuri,45,70,3150,192,Monday
12-Jul-2021,Dry Fish & Rice,37,100,3700,192,Monday
12-Jul-2021,Special Thali,31,160,4960,192,Monday
13-Jul-2021,Rice & Dal Thali,88,80,7040,193,Tuesday
13-Jul-2021,Fish Curry Plate,58,120,6960,193,Tuesday
13-Jul-2021,Vegetable Khichuri,42,70,2940,193,Tuesday
13-Jul-2021,Dry Fish & Rice,33,100,3300,193,Tuesday
13-Jul-2021,Special Thali,31,160,4960,193,Tuesday
14-Jul-2021,Rice & Dal Thali,70,80,5600,194,Wednesday
14-Jul-2021,Fish Curry Plate,47,120,5640,194,Wednesday
14-Jul-2021,Vegetable Khichuri,37,70,2590,194,Wednesday
14-Jul-2021,Dry Fish & Rice,41,100,4100,194,Wednesday
14-Jul-2021,Special Thali,26,160,4160,194,Wednesday
15-Jul-2021,Rice & Dal Thali,105,80,8400,195,Thursday
15-Jul-2021,Fish Curry Plate,47,120,5640,195,Thursday
15-Jul-2021,Vegetable Khichuri,39,70,2730,195,Thursday
15-Jul-2021,Dry Fish & Rice,41,100,4100,195,Thursday
15-Jul-2021,Special Thali,30,160,4800,195,Thursday
16-Jul-2021,Rice & Dal Thali,110,80,8800,196,Friday
16-Jul-2021,Fish Curry Plate,58,120,6960,196,Friday
16-Jul-2021,Vegetable Khichuri,60,70,4200,196,Friday
16-Jul-2021,Dry Fish & Rice,62,100,6200,196,Friday
16-Jul-2021,Special Thali,37,160,5920,196,Friday
17-Jul-2021,Rice & Dal Thali,71,80,5680,197,Saturday
17-Jul-2021,Fish Curry Plate,68,120,8160,197,Saturday
17-Jul-2021,Vegetable Khichuri,41,70,2870,197,Saturday
17-Jul-2021,Dry Fish & Rice,46,100,4600,197,Saturday
17-Jul-2021,Special Thali,34,160,5440,197,Saturday
18-Jul-2021,Rice & Dal Thali,85,80,6800,198,Sunday
18-Jul-2021,Fish Curry Plate,42,120,5040,198,Sunday
18-Jul-2021,Vegetable Khichuri,37,70,2590,198,Sunday
18-Jul-2021,Dry Fish & Rice,56,100,5600,198,Sunday
18-Jul-2021,Special Thali,22,160,3520,198,Sunday
19-Jul-2021,Rice & Dal Thali,60,80,4800,199,Monday
19-Jul-2021,Fish Curry Plate,47,120,5640,199,Monday
19-Jul-2021,Vegetable Khichuri,45,70,3150,199,Monday
19-Jul-2021,Dry Fish & Rice,46,100,4600,199,Monday
19-Jul-2021,Special Thali,38,160,6080,199,Monday
20-Jul-2021,Rice & Dal Thali,100,80,8000,200,Tuesday
20-Jul-2021,Fish Curry Plate,45,120,5400,200,Tuesday
20-Jul-2021,Vegetable Khichuri,27,70,1890,200,Tuesday
20-Jul-2021,Dry Fish & Rice,36,100,3600,200,Tuesday
20-Jul-2021,Special Thali,32,160,5120,200,Tuesday
21-Jul-2021,Rice & Dal Thali,69,80,5520,201,Wednesday
21-Jul-2021,Fish Curry Plate,39,120,4680,201,Wednesday
21-Jul-2021,Vegetable Khichuri,42,70,2940,201,Wednesday
21-Jul-2021,Dry Fish & Rice,36,100,3600,201,Wednesday
21-Jul-2021,Special Thali,25,160,4000,201,Wednesday
22-Jul-2021,Rice & Dal Thali,95,80,7600,202,Thursday
22-Jul-2021,Fish Curry Plate,58,120,6960,202,Thursday
22-Jul-2021,Vegetable Khichuri,35,70,2450,202,Thursday
22-Jul-2021,Dry Fish & Rice,39,100,3900,202,Thursday
22-Jul-2021,Special Thali,28,160,4480,202,Thursday
23-Jul-2021,Rice & Dal Thali,81,80,6480,203,Friday
23-Jul-2021,Fish Curry Plate,61,120,7320,203,Friday
23-Jul-2021,Vegetable Khichuri,43,70,3010,203,Friday
23-Jul-2021,Dry Fish & Rice,47,100,4700,203,Friday
23-Jul-2021,Special Thali,30,160,4800,203,Friday
24-Jul-2021,Rice & Dal Thali,79,80,6320,204,Saturday
24-Jul-2021,Fish Curry Plate,74,120,8880,204,Saturday
24-Jul-2021,Vegetable Khichuri,33,70,2310,204,Saturday
24-Jul-2021,Dry Fish & Rice,53,100,5300,204,Saturday
24-Jul-2021,Special Thali,34,160,5440,204,Saturday
25-Jul-2021,Rice & Dal Thali,68,80,5440,205,Sunday
25-Jul-2021,Fish Curry Plate,57,120,6840,205,Sunday
25-Jul-2021,Vegetable Khichuri,38,70,2660,205,Sunday
25-Jul-2021,Dry Fish & Rice,44,100,4400,205,Sunday
25-Jul-2021,Special Thali,31,160,4960,205,Sunday
26-Jul-2021,Rice & Dal Thali,89,80,7120,206,Monday
26-Jul-2021,Fish Curry Plate,55,120,6600,206,Monday
26-Jul-2021,Vegetable Khichuri,37,70,2590,206,Monday
26-Jul-2021,Dry Fish & Rice,52,100,5200,206,Monday
26-Jul-2021,Special Thali,28,160,4480,206,Monday
27-Jul-2021,Rice & Dal Thali,78,80,6240,207,Tuesday
27-Jul-2021,Fish Curry Plate,39,120,4680,207,Tuesday
27-Jul-2021,Vegetable Khichuri,40,70,2800,207,Tuesday
27-Jul-2021,Dry Fish & Rice,39,100,3900,207,Tuesday
27-Jul-2021,Special Thali,31,160,4960,207,Tuesday
28-Jul-2021,Rice & Dal Thali,83,80,6640,208,Wednesday
28-Jul-2021,Fish Curry Plate,70,120,8400,208,Wednesday
28-Jul-2021,Vegetable Khichuri,36,70,2520,208,Wednesday
28-Jul-2021,Dry Fish & Rice,34,100,3400,208,Wednesday
28-Jul-2021,Special Thali,30,160,4800,208,Wednesday
29-Jul-2021,Rice & Dal Thali,65,80,5200,209,Thursday
29-Jul-2021,Fish Curry Plate,55,120,6600,209,Thursday
29-Jul-2021,Vegetable Khichuri,28,70,1960,209,Thursday
29-Jul-2021,Dry Fish & Rice,36,100,3600,209,Thursday
29-Jul-2021,Special Thali,36,160,5760,209,Thursday
30-Jul-2021,Rice & Dal Thali,114,80,9120,210,Friday
30-Jul-2021,Fish Curry Plate,62,120,7440,210,Friday
30-Jul-2021,Vegetable Khichuri,42,70,2940,210,Friday
30-Jul-2021,Dry Fish & Rice,63,100,6300,210,Friday
30-Jul-2021,Special Thali,47,160,7520,210,Friday
31-Jul-2021,Rice & Dal Thali,75,80,6000,211,Saturday
31-Jul-2021,Fish Curry Plate,61,120,7320,211,Saturday
31-Jul-2021,Vegetable Khichuri,62,70,4340,211,Saturday
31-Jul-2021,Dry Fish & Rice,52,100,5200,211,Saturday
31-Jul-2021,Special Thali,36,160,5760,211,Saturday
01-Aug-2021,Rice & Dal Thali,86,80,6880,212,Sunday
01-Aug-2021,Fish Curry Plate,40,120,4800,212,Sunday
01-Aug-2021,Vegetable Khichuri,27,70,1890,212,Sunday
01-Aug-2021,Dry Fish & Rice,41,100,4100,212,Sunday
01-Aug-2021,Special Thali,36,160,5760,212,Sunday
02-Aug-2021,Rice & Dal Thali,89,80,7120,213,Monday
02-Aug-2021,Fish Curry Plate,53,120,6360,213,Monday
02-Aug-2021,Vegetable Khichuri,36,70,2520,213,Monday
02-Aug-2021,Dry Fish & Rice,46,100,4600,213,Monday
02-Aug-2021,Special Thali,28,160,4480,213,Monday
03-Aug-2021,Rice & Dal Thali,86,80,6880,214,Tuesday
03-Aug-2021,Fish Curry Plate,42,120,5040,214,Tuesday
03-Aug-2021,Vegetable Khichuri,57,70,3990,214,Tuesday
03-Aug-2021,Dry Fish & Rice,47,100,4700,214,Tuesday
03-Aug-2021,Special Thali,30,160,4800,214,Tuesday
04-Aug-2021,Rice & Dal Thali,63,80,5040,215,Wednesday
04-Aug-2021,Fish Curry Plate,36,120,4320,215,Wednesday
04-Aug-2021,Vegetable Khichuri,28,70,1960,215,Wednesday
04-Aug-2021,Dry Fish & Rice,47,100,4700,215,Wednesday
04-Aug-2021,Special Thali,31,160,4960,215,Wednesday
05-Aug-2021,Rice & Dal Thali,83,80,6640,216,Thursday
05-Aug-2021,Fish Curry Plate,51,120,6120,216,Thursday
05-Aug-2021,Vegetable Khichuri,44,70,3080,216,Thursday
05-Aug-2021,Dry Fish & Rice,37,100,3700,216,Thursday
05-Aug-2021,Special Thali,27,160,4320,216,Thursday
06-Aug-2021,Rice & Dal Thali,92,80,7360,217,Friday
06-Aug-2021,Fish Curry Plate,76,120,9120,217,Friday
06-Aug-2021,Vegetable Khichuri,56,70,3920,217,Friday
06-Aug-2021,Dry Fish & Rice,73,100,7300,217,Friday
06-Aug-2021,Special Thali,28,160,4480,217,Friday
07-Aug-2021,Rice & Dal Thali,80,80,6400,218,Saturday
07-Aug-2021,Fish Curry Plate,56,120,6720,218,Saturday
07-Aug-2021,Vegetable Khichuri,40,70,2800,218,Saturday
07-Aug-2021,Dry Fish & Rice,51,100,5100,218,Saturday
07-Aug-2021,Special Thali,43,160,6880,218,Saturday
08-Aug-2021,Rice & Dal Thali,92,80,7360,219,Sunday
08-Aug-2021,Fish Curry Plate,36,120,4320,219,Sunday
08-Aug-2021,Vegetable Khichuri,41,70,2870,219,Sunday
08-Aug-2021,Dry Fish & Rice,48,100,4800,219,Sunday
08-Aug-2021,Special Thali,38,160,6080,219,Sunday
09-Aug-2021,Rice & Dal Thali,71,80,5680,220,Monday
09-Aug-2021,Fish Curry Plate,39,120,4680,220,Monday
09-Aug-2021,Vegetable Khichuri,40,70,2800,220,Monday
09-Aug-2021,Dry Fish & Rice,34,100,3400,220,Monday
09-Aug-2021,Special Thali,21,160,3360,220,Monday
10-Aug-2021,Rice & Dal Thali,76,80,6080,221,Tuesday
10-Aug-2021,Fish Curry Plate,41,120,4920,221,Tuesday
10-Aug-2021,Vegetable Khichuri,40,70,2800,221,Tuesday
10-Aug-2021,Dry Fish & Rice,39,100,3900,221,Tuesday
10-Aug-2021,Special Thali,22,160,3520,221,Tuesday
11-Aug-2021,Rice & Dal Thali,92,80,7360,222,Wednesday
11-Aug-2021,Fish Curry Plate,62,120,7440,222,Wednesday
11-Aug-2021,Vegetable Khichuri,32,70,2240,222,Wednesday
11-Aug-2021,Dry Fish & Rice,33,100,3300,222,Wednesday
11-Aug-2021,Special Thali,28,160,4480,222,Wednesday
12-Aug-2021,Rice & Dal Thali,62,80,4960,223,Thursday
12-Aug-2021,Fish Curry Plate,53,120,6360,223,Thursday
12-Aug-2021,Vegetable Khichuri,40,70,2800,223,Thursday
12-Aug-2021,Dry Fish & Rice,46,100,4600,223,Thursday
12-Aug-2021,Special Thali,23,160,3680,223,Thursday
13-Aug-2021,Rice & Dal Thali,89,80,7120,224,Friday
13-Aug-2021,Fish Curry Plate,52,120,6240,224,Friday
13-Aug-2021,Vegetable Khichuri,63,70,4410,224,Friday
13-Aug-2021,Dry Fish & Rice,45,100,4500,224,Friday
13-Aug-2021,Special Thali,40,160,6400,224,Friday
14-Aug-2021,Rice & Dal Thali,83,80,6640,225,Saturday
14-Aug-2021,Fish Curry Plate,47,120,5640,225,Saturday
14-Aug-2021,Vegetable Khichuri,45,70,3150,225,Saturday
14-Aug-2021,Dry Fish & Rice,63,100,6300,225,Saturday
14-Aug-2021,Special Thali,41,160,6560,225,Saturday
15-Aug-2021,Rice & Dal Thali,76,80,6080,226,Sunday
15-Aug-2021,Fish Curry Plate,24,120,2880,226,Sunday
15-Aug-2021,Vegetable Khichuri,37,70,2590,226,Sunday
15-Aug-2021,Dry Fish & Rice,36,100,3600,226,Sunday
15-Aug-2021,Special Thali,26,160,4160,226,Sunday
16-Aug-2021,Rice & Dal Thali,96,80,7680,227,Monday
16-Aug-2021,Fish Curry Plate,43,120,5160,227,Monday
16-Aug-2021,Vegetable Khichuri,36,70,2520,227,Monday
16-Aug-2021,Dry Fish & Rice,38,100,3800,227,Monday
16-Aug-2021,Special Thali,35,160,5600,227,Monday
17-Aug-2021,Rice & Dal Thali,44,80,3520,228,Tuesday
17-Aug-2021,Fish Curry Plate,57,120,6840,228,Tuesday
17-Aug-2021,Vegetable Khichuri,47,70,3290,228,Tuesday
17-Aug-2021,Dry Fish & Rice,47,100,4700,228,Tuesday
17-Aug-2021,Special Thali,27,160,4320,228,Tuesday
18-Aug-2021,Rice & Dal Thali,74,80,5920,229,Wednesday
18-Aug-2021,Fish Curry Plate,59,120,7080,229,Wednesday
18-Aug-2021,Vegetable Khichuri,39,70,2730,229,Wednesday
18-Aug-2021,Dry Fish & Rice,46,100,4600,229,Wednesday
18-Aug-2021,Special Thali,24,160,3840,229,Wednesday
19-Aug-2021,Rice & Dal Thali,83,80,6640,230,Thursday
19-Aug-2021,Fish Curry Plate,43,120,5160,230,Thursday
19-Aug-2021,Vegetable Khichuri,19,70,1330,230,Thursday
19-Aug-2021,Dry Fish & Rice,50,100,5000,230,Thursday
19-Aug-2021,Special Thali,25,160,4000,230,Thursday
20-Aug-2021,Rice & Dal Thali,113,80,9040,231,Friday
20-Aug-2021,Fish Curry Plate,51,120,6120,231,Friday
20-Aug-2021,Vegetable Khichuri,59,70,4130,231,Friday
20-Aug-2021,Dry Fish & Rice,73,100,7300,231,Friday
20-Aug-2021,Special Thali,34,160,5440,231,Friday
21-Aug-2021,Rice & Dal Thali,102,80,8160,232,Saturday
21-Aug-2021,Fish Curry Plate,41,120,4920,232,Saturday
21-Aug-2021,Vegetable Khichuri,45,70,3150,232,Saturday
21-Aug-2021,Dry Fish & Rice,58,100,5800,232,Saturday
21-Aug-2021,Special Thali,44,160,7040,232,Saturday
22-Aug-2021,Rice & Dal Thali,92,80,7360,233,Sunday
22-Aug-2021,Fish Curry Plate,47,120,5640,233,Sunday
22-Aug-2021,Vegetable Khichuri,44,70,3080,233,Sunday
22-Aug-2021,Dry Fish & Rice,45,100,4500,233,Sunday
22-Aug-2021,Special Thali,26,160,4160,233,Sunday
23-Aug-2021,Rice & Dal Thali,60,80,4800,234,Monday
23-Aug-2021,Fish Curry Plate,44,120,5280,234,Monday
23-Aug-2021,Vegetable Khichuri,31,70,2170,234,Monday
23-Aug-2021,Dry Fish & Rice,49,100,4900,234,Monday
23-Aug-2021,Special Thali,27,160,4320,234,Monday
24-Aug-2021,Rice & Dal Thali,82,80,6560,235,Tuesday
24-Aug-2021,Fish Curry Plate,44,120,5280,235,Tuesday
24-Aug-2021,Vegetable Khichuri,35,70,2450,235,Tuesday
24-Aug-2021,Dry Fish & Rice,48,100,4800,235,Tuesday
24-Aug-2021,Special Thali,21,160,3360,235,Tuesday
25-Aug-2021,Rice & Dal Thali,91,80,7280,236,Wednesday
25-Aug-2021,Fish Curry Plate,38,120,4560,236,Wednesday
25-Aug-2021,Vegetable Khichuri,31,70,2170,236,Wednesday
25-Aug-2021,Dry Fish & Rice,39,100,3900,236,Wednesday
25-Aug-2021,Special Thali,36,160,5760,236,Wednesday
26-Aug-2021,Rice & Dal Thali,90,80,7200,237,Thursday
26-Aug-2021,Fish Curry Plate,62,120,7440,237,Thursday
26-Aug-2021,Vegetable Khichuri,33,70,2310,237,Thursday
26-Aug-2021,Dry Fish & Rice,32,100,3200,237,Thursday
26-Aug-2021,Special Thali,34,160,5440,237,Thursday
27-Aug-2021,Rice & Dal Thali,98,80,7840,238,Friday
27-Aug-2021,Fish Curry Plate,57,120,6840,238,Friday
27-Aug-2021,Vegetable Khichuri,45,70,3150,238,Friday
27-Aug-2021,Dry Fish & Rice,59,100,5900,238,Friday
27-Aug-2021,Special Thali,34,160,5440,238,Friday
28-Aug-2021,Rice & Dal Thali,66,80,5280,239,Saturday
28-Aug-2021,Fish Curry Plate,53,120,6360,239,Saturday
28-Aug-2021,Vegetable Khichuri,34,70,2380,239,Saturday
28-Aug-2021,Dry Fish & Rice,36,100,3600,239,Saturday
28-Aug-2021,Special Thali,40,160,6400,239,Saturday
29-Aug-2021,Rice & Dal Thali,57,80,4560,240,Sunday
29-Aug-2021,Fish Curry Plate,36,120,4320,240,Sunday
29-Aug-2021,Vegetable Khichuri,40,70,2800,240,Sunday
29-Aug-2021,Dry Fish & Rice,57,100,5700,240,Sunday
29-Aug-2021,Special Thali,31,160,4960,240,Sunday
30-Aug-2021,Rice & Dal Thali,83,80,6640,241,Monday
30-Aug-2021,Fish Curry Plate,46,120,5520,241,Monday
30-Aug-2021,Vegetable Khichuri,34,70,2380,241,Monday
30-Aug-2021,Dry Fish & Rice,35,100,3500,241,Monday
30-Aug-2021,Special Thali,31,160,4960,241,Monday
31-Aug-2021,Rice & Dal Thali,76,80,6080,242,Tuesday
31-Aug-2021,Fish Curry Plate,46,120,5520,242,Tuesday
31-Aug-2021,Vegetable Khichuri,34,70,2380,242,Tuesday
31-Aug-2021,Dry Fish & Rice,46,100,4600,242,Tuesday
31-Aug-2021,Special Thali,20,160,3200,242,Tuesday
01-Sep-2021,Rice & Dal Thali,86,80,6880,243,Wednesday
01-Sep-2021,Fish Curry Plate,51,120,6120,243,Wednesday
01-Sep-2021,Vegetable Khichuri,35,70,2450,243,Wednesday
01-Sep-2021,Dry Fish & Rice,50,100,5000,243,Wednesday
01-Sep-2021,Special Thali,37,160,5920,243,Wednesday
02-Sep-2021,Rice & Dal Thali,83,80,6640,244,Thursday
02-Sep-2021,Fish Curry Plate,36,120,4320,244,Thursday
02-Sep-2021,Vegetable Khichuri,40,70,2800,244,Thursday
02-Sep-2021,Dry Fish & Rice,44,100,4400,244,Thursday
02-Sep-2021,Special Thali,20,160,3200,244,Thursday
03-Sep-2021,Rice & Dal Thali,102,80,8160,245,Friday
03-Sep-2021,Fish Curry Plate,50,120,6000,245,Friday
03-Sep-2021,Vegetable Khichuri,56,70,3920,245,Friday
03-Sep-2021,Dry Fish & Rice,44,100,4400,245,Friday
03-Sep-2021,Special Thali,36,160,5760,245,Friday
04-Sep-2021,Rice & Dal Thali,88,80,7040,246,Saturday
04-Sep-2021,Fish Curry Plate,56,120,6720,246,Saturday
04-Sep-2021,Vegetable Khichuri,39,70,2730,246,Saturday
04-Sep-2021,Dry Fish & Rice,42,100,4200,246,Saturday
04-Sep-2021,Special Thali,32,160,5120,246,Saturday
05-Sep-2021,Rice & Dal Thali,81,80,6480,247,Sunday
05-Sep-2021,Fish Curry Plate,42,120,5040,247,Sunday
05-Sep-2021,Vegetable Khichuri,29,70,2030,247,Sunday
05-Sep-2021,Dry Fish & Rice,37,100,3700,247,Sunday
05-Sep-2021,Special Thali,25,160,4000,247,Sunday
06-Sep-2021,Rice & Dal Thali,72,80,5760,248,Monday
06-Sep-2021,Fish Curry Plate,39,120,4680,248,Monday
06-Sep-2021,Vegetable Khichuri,40,70,2800,248,Monday
06-Sep-2021,Dry Fish & Rice,42,100,4200,248,Monday
06-Sep-2021,Special Thali,33,160,5280,248,Monday
07-Sep-2021,Rice & Dal Thali,59,80,4720,249,Tuesday
07-Sep-2021,Fish Curry Plate,57,120,6840,249,Tuesday
07-Sep-2021,Vegetable Khichuri,45,70,3150,249,Tuesday
07-Sep-2021,Dry Fish & Rice,40,100,4000,249,Tuesday
07-Sep-2021,Special Thali,33,160,5280,249,Tuesday
08-Sep-2021,Rice & Dal Thali,67,80,5360,250,Wednesday
08-Sep-2021,Fish Curry Plate,38,120,4560,250,Wednesday
08-Sep-2021,Vegetable Khichuri,38,70,2660,250,Wednesday
08-Sep-2021,Dry Fish & Rice,44,100,4400,250,Wednesday
08-Sep-2021,Special Thali,29,160,4640,250,Wednesday
09-Sep-2021,Rice & Dal Thali,78,80,6240,251,Thursday
09-Sep-2021,Fish Curry Plate,31,120,3720,251,Thursday
09-Sep-2021,Vegetable Khichuri,32,70,2240,251,Thursday
09-Sep-2021,Dry Fish & Rice,32,100,3200,251,Thursday
09-Sep-2021,Special Thali,24,160,3840,251,Thursday
10-Sep-2021,Rice & Dal Thali,93,80,7440,252,Friday
10-Sep-2021,Fish Curry Plate,55,120,6600,252,Friday
10-Sep-2021,Vegetable Khichuri,69,70,4830,252,Friday
10-Sep-2021,Dry Fish & Rice,57,100,5700,252,Friday
10-Sep-2021,Special Thali,35,160,5600,252,Friday
11-Sep-2021,Rice & Dal Thali,62,80,4960,253,Saturday
11-Sep-2021,Fish Curry Plate,51,120,6120,253,Saturday
11-Sep-2021,Vegetable Khichuri,46,70,3220,253,Saturday
11-Sep-2021,Dry Fish & Rice,40,100,4000,253,Saturday
11-Sep-2021,Special Thali,33,160,5280,253,Saturday
12-Sep-2021,Rice & Dal Thali,72,80,5760,254,Sunday
12-Sep-2021,Fish Curry Plate,42,120,5040,254,Sunday
12-Sep-2021,Vegetable Khichuri,35,70,2450,254,Sunday
12-Sep-2021,Dry Fish & Rice,41,100,4100,254,Sunday
12-Sep-2021,Special Thali,29,160,4640,254,Sunday
13-Sep-2021,Rice & Dal Thali,68,80,5440,255,Monday
13-Sep-2021,Fish Curry Plate,33,120,3960,255,Monday
13-Sep-2021,Vegetable Khichuri,42,70,2940,255,Monday
13-Sep-2021,Dry Fish & Rice,48,100,4800,255,Monday
13-Sep-2021,Special Thali,28,160,4480,255,Monday
14-Sep-2021,Rice & Dal Thali,86,80,6880,256,Tuesday
14-Sep-2021,Fish Curry Plate,38,120,4560,256,Tuesday
14-Sep-2021,Vegetable Khichuri,33,70,2310,256,Tuesday
14-Sep-2021,Dry Fish & Rice,50,100,5000,256,Tuesday
14-Sep-2021,Special Thali,28,160,4480,256,Tuesday
15-Sep-2021,Rice & Dal Thali,71,80,5680,257,Wednesday
15-Sep-2021,Fish Curry Plate,60,120,7200,257,Wednesday
15-Sep-2021,Vegetable Khichuri,43,70,3010,257,Wednesday
15-Sep-2021,Dry Fish & Rice,34,100,3400,257,Wednesday
15-Sep-2021,Special Thali,26,160,4160,257,Wednesday
16-Sep-2021,Rice & Dal Thali,66,80,5280,258,Thursday
16-Sep-2021,Fish Curry Plate,35,120,4200,258,Thursday
16-Sep-2021,Vegetable Khichuri,35,70,2450,258,Thursday
16-Sep-2021,Dry Fish & Rice,32,100,3200,258,Thursday
16-Sep-2021,Special Thali,28,160,4480,258,Thursday
17-Sep-2021,Rice & Dal Thali,91,80,7280,259,Friday
17-Sep-2021,Fish Curry Plate,63,120,7560,259,Friday
17-Sep-2021,Vegetable Khichuri,38,70,2660,259,Friday
17-Sep-2021,Dry Fish & Rice,47,100,4700,259,Friday
17-Sep-2021,Special Thali,31,160,4960,259,Friday
18-Sep-2021,Rice & Dal Thali,51,80,4080,260,Saturday
18-Sep-2021,Fish Curry Plate,55,120,6600,260,Saturday
18-Sep-2021,Vegetable Khichuri,38,70,2660,260,Saturday
18-Sep-2021,Dry Fish & Rice,63,100,6300,260,Saturday
18-Sep-2021,Special Thali,35,160,5600,260,Saturday
19-Sep-2021,Rice & Dal Thali,68,80,5440,261,Sunday
19-Sep-2021,Fish Curry Plate,36,120,4320,261,Sunday
19-Sep-2021,Vegetable Khichuri,32,70,2240,261,Sunday
19-Sep-2021,Dry Fish & Rice,41,100,4100,261,Sunday
19-Sep-2021,Special Thali,33,160,5280,261,Sunday
